title,release_year,location,lat,lng,fun_fact,production_company,distributor,director,writer,actor1,actor2,actor3
Time After Time,1979,Merchant Exchange (465 California Street at Leidesdortt),37.7749295,-122.4194155,,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
Time After Time,1979,United Nations Plaza (Civic Center),37.7799084,-122.4143136,United Nations Plaza was built in 1975 and across its walkways are white lines into which the preamble to the preamble of the UN charter is carved.,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
Time After Time,1979,"Huntington Park (California & Taylor Streets, Nob Hill)",37.7952373,-122.4131981,"The mansion of Arabella Huntington, widow of railroad magnate Collis P. Huntington, was destroyed in the 1906 earthquake and fire. Mrs. Huntington the donated the land on which the park now stands to the city.",Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
Time After Time,1979,Intersection of California & Grant Streets (Richmond District),37.792486,-122.4059615,,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
Time After Time,1979,"SF General Hospital Center (1001 Potrero Avenue, Potrero Hill)",37.7563054,-122.4045441,SF General Hospital is the only Level I Trauma Center serving San Francisco and northern San Mateo County.,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
Time After Time,1979,Intersection of Fulton & 6th Streets (Chinatown),37.777052,-122.4037836,,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
Time After Time,1979,Broadway at Osgood Street (North Beach),37.7983359,-122.4030815,,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
Time After Time,1979,One Embarcadero Center (Financial District),37.7950137,-122.3994346,,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
Time After Time,1979,Hyatt Regency Hotel (5 Embarcadero Center),37.7944232,-122.3955429,,Orion Pictures Corp.,Columbia Broadcasting System (CBS),Nicholas Meyer,Karl Alexander,Malcolm McDowell,Mary Steenburgen,
The Competiton,1980,California Academy of Sciences (Golden Gate Park),37.7698646,-122.4660947,"Founded in 1853, 3 years after California joined the United States, the Academy was originally named the California Academy of Natural Sciences and was the first institution of its kind in the United States.",Columbia Pictures Corporation,American Broadcasting Company (ABC),Joel Oliansky,Joel Oliansky,Richard Dreyfuss,Lee Remick,
Heart Beat,1980,Washington Square Bar & Grill (1707 Powell),37.7749295,-122.4194155,,Orion Pictures Corporation,Orion Pictures Corporation,John Byrum,John Byrum,Nick Nolte,Sissy Spacek,
Nine to Five,1980,Albert S. Samuels Clock (856 Market Street between Powell and Stockton),37.7749295,-122.4194155,,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Colin Higgins,Colin Higgins,Jane Fonda,Lily Tomlin,
Heart Beat,1980,City Lights Bookstore (261 Columbus),37.7749295,-122.4194155,"One of the country's earliest bookstores, City Lights was founded by, and still owned by beat poet Lawrence Ferlinghetti. The bookstore was often frequented by Beat writers like Allen Ginsberg and Jack Kerouac.",Orion Pictures Corporation,Orion Pictures Corporation,John Byrum,John Byrum,Nick Nolte,Sissy Spacek,Meg Ryan
Heart Beat,1980,San Francisco Art Institute (800 Chestnut Street),37.803376,-122.417167,,Orion Pictures Corporation,Orion Pictures Corporation,John Byrum,John Byrum,Nick Nolte,Sissy Spacek,Meg Ryan
The Competiton,1980,Pier 39,37.808673,-122.409821,,Columbia Pictures Corporation,American Broadcasting Company (ABC),Joel Oliansky,Joel Oliansky,Richard Dreyfuss,Lee Remick,
Can't Stop the Music,1980,101 Henry Adams Place,37.7681527,-122.4034569,,EMI Films,Associated Film Distribution (AFD),Nancy Walker,Allan Carr,,,
Serial,1980,Ferry Building,37.795923,-122.392052,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Paramount Pictures,Paramount Pictures,Bill Persky,Rich Eustis,Martin Mull,,
Street Music,1981,Hamlin Hotel (385 Eddy Street),37.78356,-122.413863,,Pacificon Films,Specialty Films,Jenny Bowen,Jenny Bowen,Elizabeth Daily,,
Chu Chu and the Philly Flash,1981,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.7923392,-122.4105175,"In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Henry Barrow,Alan Arkin,Carol Burnett,
Chu Chu and the Philly Flash,1981,22nd and Carolina Streets (Potrero Hill),37.7572327,-122.3999821,,Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Henry Barrow,Alan Arkin,Carol Burnett,
Chu Chu and the Philly Flash,1981,Transbay Terminal (Mission Street at 1st Street),37.7885557,-122.3960306,"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Henry Barrow,Alan Arkin,Carol Burnett,
Star Trek II : The Wrath of Khan,1982,Golden Gate Park,37.7694208,-122.4862138,,Paramount Pictures,Paramount Pictures,Nicholas Meyer,Harve Bennett,William Shatner,Leonard Nimoy,
Chan is Missing,1982,Golden Dragon Restaurant (816 Washington Street at Grant),37.7749295,-122.4194155,,New Yorker Films,New Yorker Films,Wayne Wang,Wayne Wang,,,
Shoot the Moon,1982,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.7923392,-122.4105175,"In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Alan Parker,Bo Goldman,Albert Finney,Diane Keaton,
Chan is Missing,1982,"Li Po (916 Grant Avenue at Washington, Chinatown)",37.7941378,-122.4077914,,New Yorker Films,New Yorker Films,Wayne Wang,Wayne Wang,,,
Sudden Impact,1983,"Near Point Lobos, El Camino Del Mar ",37.787536,-122.485139,,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang
Sudden Impact,1983,Mt. Davidson,37.739132,-122.4540461,Mt. Davidson is highest point in San Francisco (938 feet).,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang
The Right Stuff,1983,Cow Palace,37.8027843,-122.4496074,"Suppsedly, the Cow Palace's name derives from a newspaper editorial in which the writer wonders whether the soon-to-be-built structure for livestock was a ""palace for cows"". ",The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Ed Harris,
Sudden Impact,1983,"Bowles Franklin Galleries (765 Beach Street, Fisherman's Wharf)",37.8063237,-122.4215042,,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang
The Right Stuff,1983,City Hall,37.7793176,-122.4191405,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Ed Harris,
Sudden Impact,1983,Civic Center Plaza,37.7794978,-122.4176118,,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang
The Right Stuff,1983,"American Can Company (Between Illinois & Kentucky, 20th and 22nd Streets)",37.7558338,-122.4122209,,The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Ed Harris,
Sudden Impact,1983,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.7923392,-122.4105175,"In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang
Sudden Impact,1983,"Mark Hopkins Intercontinental Hotel (1 Nob Hill Circle, Nob Hill)",37.7914046,-122.4101888,The Top of the Mark lounge and restaurant at the top of the hotel was formerly a penthouse suite.,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang
Sudden Impact,1983,Hall of Justice (850 Bryant Street),37.775471,-122.4037169,,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang
The Right Stuff,1983,Financial District,37.7945742,-122.3999445,,The Ladd Company,The Ladd Company,Philip Kaufman,Philip Kaufman,Sam Shepard,Ed Harris,
Sudden Impact,1983,The Embarcadero/Ferry Building,37.795105,-122.393861,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang
Sudden Impact,1983,"McDonald's Restaurant (701 3rd Street, SOMA)",37.7788249,-122.392425,,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang
Sudden Impact,1983,Ferry Plaza,37.7957585,-122.3918603,"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang
Sudden Impact,1983,"Pier 38-40, The Embarcadero",37.7815904,-122.3866351,,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Artie Lang
Crackers,1984,La Rondalla (Valencia and 20th Streets),37.7556165,-122.4776446,,Universal Pictures,Universal Pictures,Louis Malle,Jeffrey Fiskin,Donald Sutherland,Sean Penn,
The Times of Harvey Milk,1984,The Castro,37.7609082,-122.4350043,"From 1910-1920 the Castro was called ""Little Scandinavia"" because of its high concentration of residents of Scandinavian ancestry.",UCLA Film and Television Archive,TC Films International,Rob Epstein,Rob Epstein,Harvey Milk,Harvey Firestein,Martin Landau
The Woman In Red,1984,"Postcard Row (Alamo Square, Hayes Valley)",37.7759073,-122.4245247,The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,
The Woman In Red,1984,Palace of Fine Arts (3301 Lyon Street),37.7749295,-122.4194155,"The original Palace was built for the 1915 Panama-Pacific Exposition, and completely destroyed in 1964. It was rebuilt in 1965.",Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,
Hard to Hold,1984,"Fairmont Hotel (950 Mason Street, Nob Hill)",37.7923392,-122.4105175,"In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinus drafted the charter in the hotel's Garden Room.",Universal Pictures,Universal Pictures,Larry Peerce,"Thomas Hedley, Jr. ",Rick Springfield,,Whoppi Goldberg
The Woman In Red,1984,Brocklebank Apartments (1000 Mason Street),37.793087,-122.41047,,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,
Crackers,1984,24th Street between Mission Street and Potrero Avenue,37.7579848,-122.4068274,,Universal Pictures,Universal Pictures,Louis Malle,Jeffrey Fiskin,Donald Sutherland,Sean Penn,
The Woman In Red,1984,Montgomery Street at Union Street,37.8010394,-122.4044855,,Orion Pictures Corp.,MGM Home Entertainment,Gene Wilder,Jean Loup Dabadie & Yves Robert,Gene Wilder,Charles Grodin,
A View to a Kill,1985,Golden Gate Bridge,37.8198772,-122.4789386,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Metro-Goldwyn Mayer,MGM/UA Entertainemnt Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,
Jagged Edge,1985,Golden Gate Bridge,37.8198772,-122.4789386,"With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.",Columbia Pictures Corp.,Columbia Pictures,Richard Marquand,Joe Eszterhas,Maria Mayenzet,,
Maxie,1985,"722 Steiner Street (Postcard Row, Alamo Square, Hayes Valley)",37.7759073,-122.4245247,The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Gary Oldman
A View to a Kill,1985,Van Ness Avenue,37.7917377,-122.4226788,,Metro-Goldwyn Mayer,MGM/UA Entertainemnt Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,
Jagged Edge,1985,City Hall,37.7793176,-122.4191405,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Columbia Pictures Corp.,Columbia Pictures,Richard Marquand,Joe Eszterhas,Maria Mayenzet,,
A View to a Kill,1985,City Hall,37.7793176,-122.4191405,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Metro-Goldwyn Mayer,MGM/UA Entertainemnt Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,
A View to a Kill,1985,City Hall,37.7793176,-122.4191405,"The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.",Metro-Goldwyn Mayer,MGM/UA Entertainemnt Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,
Maxie,1985,"Asian Art Museum (200 Larkin Street, Civic Center)",37.7802635,-122.4163842,The Dalai Lama opened an exhibition on Wisdom and Compassion at the museum in 1991.,Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Gary Oldman
A View to a Kill,1985,Taylor and Jefferson Streets (Fisherman's Wharf),37.8082428,-122.4158057,,Metro-Goldwyn Mayer,MGM/UA Entertainemnt Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,
Maxie,1985,Grace Cathedral Episcopal Church (1100 California Street),37.7920733,-122.4134177,Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Elsboy Entertainment,Orion Pictures Corporation,Paul Aaron,Patricia Resnick,Glenn Close,Mandy Patinkin,Gary Oldman
A View to a Kill,1985,Chinatown,37.7941378,-122.4077914,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Metro-Goldwyn Mayer,MGM/UA Entertainemnt Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,
A View to a Kill,1985,Potrero Hill,37.7604929,-122.400869,The crookedest street in San Fransisco is actually Potrero Hill's Vermont Street between 20th St & 22nd St.,Metro-Goldwyn Mayer,MGM/UA Entertainemnt Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,
A View to a Kill,1985,Port of San Francisco,37.7969874,-122.3951684,,Metro-Goldwyn Mayer,MGM/UA Entertainemnt Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,
A View to a Kill,1985,Embarcadero Freeway,37.7472584,-122.3936442,"Embarcadero Freeway, which was featured in the film, was demolished in 1989 because of structural damage from the 1989 Loma Prieta Earthquake)",Metro-Goldwyn Mayer,MGM/UA Entertainemnt Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,
